Username,Timestamp,Latitude,Longitude
AllanAnttonio,0,51.508039,-0.127069
AllanAnttonio,1,51.50822647372477,-0.12702742926394953
AllanAnttonio,2,51.50822647372477,-0.12702742926394953
AllanAnttonio,3,51.50822647372477,-0.12702742926394953
AllanAnttonio,4,51.50822647372477,-0.12702742926394953
AllanAnttonio,5,51.50822647372477,-0.12702742926394953
AllanAnttonio,6,51.50822647372477,-0.12702742926394953
AllanAnttonio,7,51.50822647372477,-0.12702742926394953
AllanAnttonio,8,51.50822647372477,-0.12702742926394953
AllanAnttonio,9,51.50822647372477,-0.12702742926394953
AllanAnttonio,10,51.50822647372477,-0.12702742926394953
AllanAnttonio,11,51.50822647372477,-0.12702742926394953
AllanAnttonio,12,51.50822647372477,-0.12702742926394953
AllanAnttonio,13,51.50822647372477,-0.12702742926394953
AllanAnttonio,14,51.50822647372477,-0.12702742926394953
AllanAnttonio,15,51.50822647372477,-0.12702742926394953
AllanAnttonio,16,51.50822647372477,-0.12702742926394953
AllanAnttonio,17,51.50822647372477,-0.12702742926394953
AllanAnttonio,18,51.50822647372477,-0.12702742926394953
AllanAnttonio,19,51.50822647372477,-0.12702742926394953
AllanAnttonio,20,51.50822647372477,-0.12702742926394953
AllanAnttonio,21,51.50822647372477,-0.12702742926394953
AllanAnttonio,22,51.50822647372477,-0.12702742926394953
AllanAnttonio,23,51.50822647372477,-0.12702742926394953
AllanAnttonio,24,51.50822647372477,-0.12702742926394953
AllanAnttonio,25,51.50822647372477,-0.12702742926394953
AllanAnttonio,26,51.50822647372477,-0.12702742926394953
AllanAnttonio,27,51.50822647372477,-0.12702742926394953
AllanAnttonio,28,51.50822647372477,-0.12702742926394953
AllanAnttonio,29,51.50822647372477,-0.12702742926394953
AllanAnttonio,30,51.50822647372477,-0.12702742926394953
AllanAnttonio,31,51.50822647372477,-0.12702742926394953
AllanAnttonio,32,51.50822647372477,-0.12702742926394953
AllanAnttonio,33,51.50822647372477,-0.12702742926394953
AllanAnttonio,34,51.50822647372477,-0.12702742926394953
AllanAnttonio,35,51.50822647372477,-0.12702742926394953
AllanAnttonio,36,51.50822647372477,-0.12702742926394953
AllanAnttonio,37,51.50822647372477,-0.12702742926394953
AllanAnttonio,38,51.50822647372477,-0.12702742926394953
AllanAnttonio,39,51.50822647372477,-0.12702742926394953
AllanAnttonio,40,51.50822647372477,-0.12702742926394953
AllanAnttonio,41,51.50822647372477,-0.12702742926394953
AllanAnttonio,42,51.50822647372477,-0.12702742926394953
AllanAnttonio,43,51.50822647372477,-0.12702742926394953
AllanAnttonio,44,51.50822647372477,-0.12702742926394953
AllanAnttonio,45,51.50822647372477,-0.12702742926394953
AllanAnttonio,46,51.50822647372477,-0.12702742926394953
AllanAnttonio,47,51.50870668428577,-0.12834617660136988
